tag,orient_x,orient_y,orient_z,orient_w,P_x,P_y,P_z,pscale
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Block,0.17340128123760223,0.7414655685424805,-0.613369882106781,0.2096143215894699,-94.51764678955078,40.35231399536133,-28.932661056518555,1.0
Block,-0.23962447047233582,0.7148610353469849,-0.5890577435493469,-0.2908003628253937,-37.838043212890625,43.594482421875,-11.430025100708008,1.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Woods,0.3091031014919281,0.08385417610406876,-0.027372261509299278,0.9469289779663086,67.57003021240234,48.00703430175781,-254.11021423339844,1.1235789060592651
Woods,0.016586732119321823,-0.7069122195243835,0.016586732119321823,0.7069121599197388,-259.8797912597656,40.784400939941406,160.4942626953125,1.1941356658935547
Woods,0.10298362374305725,0.8660563826560974,-0.19970430433750153,0.44660821557044983,2.9183030128479004,39.215599060058594,-110.06599426269531,0.8501291275024414
Woods,-0.007459484972059727,0.9925339221954346,-0.08424366265535355,-0.08788515627384186,-341.7237854003906,59.608001708984375,-165.25381469726562,0.5457079410552979
Woods,-0.05389285460114479,0.8626411557197571,-0.09409897774457932,-0.4940558969974518,-22.14434814453125,56.56145477294922,-215.12091064453125,1.3449243307113647
Woods,0.06388360261917114,0.3196662366390228,-0.021607067435979843,0.9451272487640381,-322.466064453125,58.03919982910156,-139.1073455810547,1.2582709789276123
Woods,0.03687111288309097,-0.7061447501182556,0.03687112033367157,0.7061448097229004,-339.58905029296875,43.921600341796875,78.98443603515625,1.2683061361312866
Woods,-0.08148698508739471,0.9185130000114441,-0.2736102044582367,-0.2735529839992523,-287.6485595703125,57.57909393310547,-31.011550903320312,1.040880560874939
Woods,0.016499042510986328,0.9569569230079651,-0.05551788583397865,0.28439223766326904,36.5194091796875,18.788381576538086,-428.93243408203125,1.2594223022460938
Woods,0.17640888690948486,0.684748113155365,-0.17640885710716248,0.6847479939460754,324.82952880859375,41.078094482421875,-19.772260665893555,0.5371525287628174
Woods,4.8903430638347345e-08,0.9538866281509399,-0.3001670837402344,-1.5540787501322484e-07,-365.7997741699219,38.22731018066406,226.308349609375,0.8846474885940552
Woods,0.0026232849340885878,-0.7071019411087036,0.0026232844684273005,0.7071018815040588,-177.9867706298828,40.784400939941406,102.39946746826172,1.3731179237365723
Woods,2.71331010992526e-08,0.9860343933105469,-0.16654177010059357,-1.6064541341620497e-07,-94.83570098876953,59.608001708984375,186.39260864257812,1.2834398746490479
Woods,0.29425057768821716,-0.47788166999816895,0.17376665771007538,0.8092285394668579,0.11044740676879883,43.19657897949219,-47.78593826293945,0.7650768756866455
Woods,0.17514827847480774,-0.6779807209968567,0.1713419258594513,0.6930419206619263,-82.67179107666016,39.48550033569336,-367.01983642578125,0.55805504322052
Woods,0.0,0.0,0.0,1.0,270.0306091308594,39.215599060058594,-149.20838928222656,1.3330875635147095
Woods,0.24045133590698242,0.3225024938583374,-0.08506987988948822,0.9115582704544067,-199.09461975097656,56.05127716064453,-314.5035400390625,0.8566412925720215
Woods,9.154242697206882e-09,0.9984201788902283,-0.05618833750486374,-1.6266328373149008e-07,244.95399475097656,42.35280227661133,-95.97775268554688,0.9233202934265137
Woods,0.0,0.0,0.0,1.0,-345.9533996582031,40.784400939941406,79.4320068359375,0.5664184093475342
Woods,0.16159625351428986,-0.68839430809021,0.16159622371196747,0.6883941888809204,-283.94805908203125,42.538848876953125,-67.38379669189453,1.2829160690307617
Woods,0.01947125978767872,0.959823727607727,-0.2713201642036438,0.0688813328742981,-65.28282165527344,40.38099670410156,-126.47879028320312,0.9896005392074585
Woods,1.3706309864858213e-08,0.9964548945426941,-0.084128737449646,-1.6234309896390187e-07,-68.7977066040039,39.215599060058594,-376.5395812988281,0.8290102481842041
Woods,0.11283471435308456,0.6980461478233337,-0.11283469200134277,0.6980460286140442,-344.8959045410156,58.03919982910156,-19.01140785217285,0.5231605768203735
Woods,0.2048695981502533,0.6979053020477295,-0.21994778513908386,0.6500612497329712,-213.32681274414062,41.91886901855469,109.20816802978516,0.6367505788803101
Woods,7.714246021350846e-05,0.9999222159385681,-0.009374717250466347,0.008227802813053131,-323.1510925292969,53.33314895629883,280.2720642089844,1.182767629623413
Woods,0.269148588180542,0.4503031373023987,-0.14445605874061584,0.838998556137085,-85.9044189453125,39.79765319824219,-369.6641540527344,0.8351446390151978
Woods,0.08366088569164276,0.9107434749603271,-0.3338607847690582,0.2282194197177887,149.3407440185547,60.474456787109375,-183.52540588378906,1.426745891571045
Woods,7.474388330486192e-10,0.9999894499778748,-0.004587745759636164,-1.6291899385123543e-07,-75.59296417236328,40.784400939941406,-117.29708099365234,1.1822056770324707
Woods,0.11928240209817886,0.735049307346344,-0.134100079536438,0.6538282632827759,-79.24097442626953,56.500328063964844,175.32676696777344,1.4422410726547241
Woods,0.25650638341903687,-0.33803361654281616,0.09630250185728073,0.9003685712814331,-257.63177490234375,41.304847717285156,-175.89846801757812,0.625288724899292
Woods,-0.030878515914082527,0.9653672575950623,-0.221281498670578,-0.13471099734306335,165.63671875,57.816436767578125,-190.8292999267578,0.8040847778320312
Woods,0.10644403845071793,0.07192966341972351,-0.007720689754933119,0.9916834831237793,-87.96712493896484,40.784400939941406,-153.3131866455078,1.2024662494659424
Woods,2.3569086238239834e-08,0.9894805550575256,-0.14466601610183716,-1.6120682744258374e-07,-105.17975616455078,40.784400939941406,-381.5859069824219,1.1593846082687378
Woods,0.11858731508255005,0.0,0.0,0.9929436445236206,-149.0448760986328,56.470394134521484,-75.58250427246094,0.5376076698303223
Woods,2.2561060575299052e-08,0.9903653860092163,-0.13847878575325012,-1.6135101077452418e-07,-52.67983627319336,40.784400939941406,100.30311584472656,0.8068380355834961
Woods,0.07761374861001968,0.0,0.0,0.996983528137207,-177.5684051513672,59.608001708984375,-275.00970458984375,1.3602102994918823
Woods,0.10984104871749878,0.826848030090332,-0.17345185577869415,0.5236141085624695,-172.83993530273438,40.784400939941406,27.802825927734375,0.7665554285049438
Woods,0.0,0.0,0.0,1.0,234.13116455078125,39.215599060058594,-120.92221069335938,0.8786132335662842
Woods,0.1985512673854828,-0.6786584854125977,0.19855131208896637,0.6786584854125977,-31.647146224975586,58.50460433959961,2.6303529739379883,0.614065408706665
Woods,0.263269305229187,-0.3418854773044586,0.10039853304624557,0.8965064287185669,134.5232696533203,60.5808219909668,-122.83500671386719,1.04843008518219
Woods,3.918668056712704e-08,0.970642626285553,-0.24052613973617554,-1.5813778020401514e-07,-109.45084381103516,57.792301177978516,178.40354919433594,1.2793062925338745
Woods,1.0231493874357511e-08,0.9980261325836182,-0.06280045211315155,-1.6259910751159623e-07,-13.218432426452637,58.03919982910156,-13.979106903076172,0.6160364151000977
Woods,-0.1259090006351471,0.8607138395309448,-0.25762927532196045,-0.42064929008483887,227.1600341796875,59.146671295166016,297.6092224121094,0.64604651927948
Woods,0.2821192741394043,0.4584859609603882,-0.15619195997714996,0.8281325101852417,-238.33555603027344,58.727882385253906,-305.33538818359375,0.554132342338562
Woods,1.212751499224396e-08,0.9972256422042847,-0.07443813234567642,-1.6246870870872954e-07,224.77734375,42.35280227661133,-77.75994873046875,0.9796261787414551
Woods,0.07717816531658173,0.9222710728645325,-0.28390297293663025,0.25071632862091064,-112.71240997314453,36.89642333984375,279.0921325683594,0.529192328453064
Woods,0.15080031752586365,-0.6908395886421204,0.15080036222934723,0.6908395290374756,18.69308853149414,40.89554214477539,151.25852966308594,1.0780346393585205
Woods,0.0,0.0,0.0,1.0,-44.33721160888672,58.03919982910156,-81.14725494384766,1.1336629390716553
Woods,0.175423264503479,0.049974728375673294,-0.008916673250496387,0.9831834435462952,-109.47000885009766,42.35280227661133,-151.28225708007812,1.2469325065612793
Woods,-0.04009716212749481,0.9556705951690674,-0.15512266755104065,-0.247028186917305,-87.54193878173828,54.939544677734375,61.59233856201172,1.2735860347747803
Woods,0.26757264137268066,0.3725685179233551,-0.11310769617557526,0.8813650012016296,-29.0489501953125,43.248779296875,60.906410217285156,1.3286161422729492
Woods,1.6865362439943965e-08,0.9946274757385254,-0.10351885110139847,-1.6204538155761838e-07,-263.38397216796875,18.82360076904297,-401.8319091796875,0.6344565153121948
Woods,0.28548943996429443,-0.24988757073879242,0.07737638801336288,0.9219896197319031,-305.37884521484375,39.891395568847656,314.7784423828125,0.7863872051239014
Woods,0.06972789019346237,0.0,0.0,0.9975660443305969,212.6372528076172,42.35280227661133,-126.03032684326172,1.2357912063598633
Woods,0.013809680007398129,-0.7069719433784485,0.013809675350785255,0.7069718837738037,-286.7851867675781,39.215599060058594,-101.96646881103516,1.0701780319213867
Woods,0.07204373925924301,-0.7034270763397217,0.07204373180866241,0.7034270763397217,174.33148193359375,42.35280227661133,-220.61386108398438,1.151378870010376
Woods,7.927463130386059e-09,0.9988154768943787,-0.04865844175219536,-1.627277015359141e-07,-286.9535827636719,39.215599060058594,148.02777099609375,1.1273648738861084
Woods,0.017499228939414024,-0.6463623046875,0.0148302698507905,0.7626858353614807,94.75660705566406,58.041839599609375,295.68475341796875,0.6653779745101929
Woods,0.11378844082355499,0.0,0.0,0.9935050010681152,141.6850128173828,59.608001708984375,330.64251708984375,1.460798740386963
Woods,0.14122991263866425,-0.27524328231811523,0.04091576859354973,0.9500637650489807,123.10784912109375,56.33617401123047,327.5050048828125,0.8887956142425537
Woods,0.12766198813915253,0.8570523858070374,-0.2549601197242737,0.42913737893104553,-57.93690490722656,41.03616714477539,100.54808807373047,0.8239070177078247
Woods,0.15129972994327545,-0.7527599334716797,0.18574821949005127,0.6131545305252075,-28.045146942138672,41.00536346435547,-247.7458953857422,1.332441806793213
Woods,0.09470849484205246,-0.7176039218902588,0.09954123944044113,0.6827638149261475,-22.171348571777344,40.784400939941406,-265.39422607421875,0.9280434846878052
Woods,0.0,0.0,0.0,1.0,-79.53858184814453,40.784400939941406,-169.04283142089844,1.152232050895691
Woods,0.0,0.0,0.0,1.0,-306.7873229980469,39.215599060058594,-79.5323257446289,0.9630334377288818
Woods,4.166256317716943e-08,0.9667500853538513,-0.2557229697704315,-1.575035781797851e-07,77.15827178955078,58.36581039428711,-176.3511962890625,1.3952690362930298
Woods,0.03584607318043709,0.9641463160514832,-0.18787573277950287,0.18395568430423737,60.24968719482422,42.57688903808594,-365.78314208984375,1.4372462034225464
Woods,0.15330490469932556,0.6889637112617493,-0.15268820524215698,0.6917462944984436,215.66343688964844,58.16521072387695,-56.58379364013672,1.4864217042922974
Woods,0.05875735729932785,0.06190221756696701,-0.003650555619969964,0.9963445067405701,-261.8194274902344,42.35280227661133,-267.2924499511719,0.6277360916137695
Woods,0.1978786587715149,-0.3510732352733612,0.07617102563381195,0.9120250344276428,92.46945190429688,59.57987976074219,284.4046325683594,0.8068280220031738
Woods,0.12104661762714386,0.8646706342697144,-0.25009438395500183,0.4185035526752472,130.89149475097656,60.08341598510742,-200.924072265625,1.4155170917510986
Woods,0.14924761652946472,0.0,0.0,0.9887998700141907,195.2594451904297,40.784400939941406,-115.9857177734375,1.4212133884429932
