tag,orient_x,orient_y,orient_z,orient_w,P_x,P_y,P_z,pscale
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Block,0.17340128123760223,0.7414655685424805,-0.613369882106781,0.2096143215894699,-94.51764678955078,40.35231399536133,-28.932661056518555,1.0
Block,-0.23962447047233582,0.7148610353469849,-0.5890577435493469,-0.2908003628253937,-37.838043212890625,43.594482421875,-11.430025100708008,1.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Woods,0.3102860748767853,0.15479040145874023,-0.004061918705701828,0.9379477500915527,67.57003021240234,48.00703430175781,-254.11021423339844,1.1235789060592651
Woods,0.015104316174983978,-0.6437328457832336,0.01794711872935295,0.7648906707763672,-259.8797912597656,40.784400939941406,160.4942626953125,1.1941356658935547
Woods,0.0891861841082573,0.833733320236206,-0.20623594522476196,0.5043821930885315,2.9183030128479004,39.215599060058594,-110.06599426269531,0.8501291275024414
Woods,-0.013265460729598999,0.9962349534034729,-0.08352644741535187,-0.019060365855693817,-341.7237854003906,59.608001708984375,-165.25381469726562,0.5457079410552979
Woods,0.0195055790245533,-0.6490530371665955,0.10667044669389725,0.752974808216095,-22.14434814453125,56.56145477294922,-215.12091064453125,1.3449243307113647
Woods,0.055983010679483414,0.060665834695100784,-0.03760162368416786,0.9958773255348206,-322.466064453125,58.03919982910156,-139.1073455810547,1.2582709789276123
Woods,0.03848282992839813,-0.7370116710662842,0.035185668617486954,0.6738654971122742,-339.58905029296875,43.921600341796875,78.98443603515625,1.2683061361312866
Woods,-0.10108289122581482,0.9359080195426941,-0.26699236035346985,-0.20633338391780853,-287.6485595703125,57.57909393310547,-31.011550903320312,1.040880560874939
Woods,0.020388342440128326,0.9746906161308289,-0.054210420697927475,0.21592526137828827,36.5194091796875,18.788381576538086,-428.93243408203125,1.2594223022460938
Woods,0.20057961344718933,0.7785690426826477,-0.14835093915462494,0.575838565826416,324.82952880859375,41.078094482421875,-19.772260665893555,0.5371525287628174
Woods,-0.09498562663793564,0.9048680067062378,-0.28474196791648865,0.301850289106369,-365.7997741699219,38.22731018066406,226.308349609375,0.8846474885940552
Woods,0.0015295592602342367,-0.41229012608528137,0.003379895118996501,0.9110450744628906,-177.9867706298828,40.784400939941406,102.39946746826172,1.3731179237365723
Woods,-0.057590339332818985,0.925203800201416,-0.156267449259758,0.34097185730934143,-94.83570098876953,59.608001708984375,186.39260864257812,1.2834398746490479
Woods,0.2940506339073181,-0.47695109248161316,0.17410479485988617,0.8097773790359497,0.11044740676879883,43.19657897949219,-47.78593826293945,0.7650768756866455
Woods,0.11467564851045609,-0.43482711911201477,0.2165282815694809,0.8665392994880676,-82.67179107666016,39.48550033569336,-367.01983642578125,0.55805504322052
Woods,0.0,-0.31398922204971313,0.0,0.949426531791687,270.0306091308594,39.215599060058594,-149.20838928222656,1.3330875635147095
Woods,0.24961023032665253,0.44055837392807007,-0.05242585390806198,0.8607290983200073,-199.09461975097656,56.05127716064453,-314.5035400390625,0.8566412925720215
Woods,0.0029405364766716957,0.997052013874054,-0.05611133575439453,-0.05225088447332382,244.95399475097656,42.35280227661133,-95.97775268554688,0.9233202934265137
Woods,0.0,-0.11031588912010193,0.0,0.9938966035842896,-345.9533996582031,40.784400939941406,79.4320068359375,0.5664184093475342
Woods,0.132930189371109,-0.5662778615951538,0.18589314818382263,0.7918981313705444,-283.94805908203125,42.538848876953125,-67.38379669189453,1.2829160690307617
Woods,0.09455370157957077,0.9408035278320312,-0.25505560636520386,-0.20222483575344086,-65.28282165527344,40.38099670410156,-126.47879028320312,0.9896005392074585
Woods,0.02446586824953556,0.9533874988555908,-0.08049266040325165,-0.2897837162017822,-68.7977066040039,39.215599060058594,-376.5395812988281,0.8290102481842041
Woods,0.12162049859762192,0.7523990869522095,-0.10330434888601303,0.6390870213508606,-344.8959045410156,58.03919982910156,-19.01140785217285,0.5231605768203735
Woods,0.1072935238480568,0.40275537967681885,-0.280778706073761,0.8645458221435547,-213.32681274414062,41.91886901855469,109.20816802978516,0.6367505788803101
Woods,-0.0021081503946334124,0.9705140590667725,-0.009134930558502674,0.24086228013038635,-323.1510925292969,53.33314895629883,280.2720642089844,1.182767629623413
Woods,0.3002282977104187,0.6829033493995667,-0.05631590262055397,0.6635770201683044,-85.9044189453125,39.79765319824219,-369.6641540527344,0.8351446390151978
Woods,0.1902473270893097,0.9347043633460999,-0.28682419657707214,-0.08868811279535294,149.3407440185547,60.474456787109375,-183.52540588378906,1.426745891571045
Woods,-4.094909309060313e-05,0.9999496340751648,-0.004587563220411539,0.008925658650696278,-75.59296417236328,40.784400939941406,-117.29708099365234,1.1822056770324707
Woods,0.06443128734827042,0.45778688788414,-0.16751039028167725,0.8707582950592041,-79.24097442626953,56.500328063964844,175.32676696777344,1.4422410726547241
Woods,0.200616717338562,0.029738064855337143,0.18660825490951538,0.9612730741500854,-257.63177490234375,41.304847717285156,-175.89846801757812,0.625288724899292
Woods,-0.03825138881802559,0.9693276882171631,-0.22012680768966675,-0.10239565372467041,165.63671875,57.816436767578125,-190.8292999267578,0.8040847778320312
Woods,0.09699530154466629,-0.2800065279006958,-0.04451800137758255,0.9540473818778992,-87.96712493896484,40.784400939941406,-153.3131866455078,1.2024662494659424
Woods,0.04170703515410423,0.9474676847457886,-0.13852356374263763,-0.2852659821510315,-105.17975616455078,40.784400939941406,-381.5859069824219,1.1593846082687378
Woods,0.1130063533782959,0.30102619528770447,0.035951580852270126,0.9462136626243591,-149.0448760986328,56.470394134521484,-75.58250427246094,0.5376076698303223
Woods,0.03951212018728256,0.9491953253746033,-0.1327221393585205,-0.2825806736946106,-52.67983627319336,40.784400939941406,100.30311584472656,0.8068380355834961
Woods,0.07492469996213913,-0.26015856862068176,-0.020252970978617668,0.9624415040016174,-177.5684051513672,59.608001708984375,-275.00970458984375,1.3602102994918823
Woods,0.08386524766683578,0.7433261871337891,-0.18739591538906097,0.6366439461708069,-172.83993530273438,40.784400939941406,27.802825927734375,0.7665554285049438
Woods,0.0,0.17017945647239685,0.0,0.9854130744934082,234.13116455078125,39.215599060058594,-120.92221069335938,0.8786132335662842
Woods,0.2330748736858368,-0.7966619729995728,0.15659290552139282,0.53524249792099,-31.647146224975586,58.50460433959961,2.6303529739379883,0.614065408706665
Woods,0.2371978759765625,-0.15147343277931213,0.15207812190055847,0.9474519491195679,134.5232696533203,60.5808219909668,-122.83500671386719,1.04843008518219
Woods,0.08880065381526947,0.9020692706108093,-0.22353360056877136,-0.3583548367023468,-109.45084381103516,57.792301177978516,178.40354919433594,1.2793062925338745
Woods,-0.013051623478531837,0.9762347936630249,-0.06142925098538399,0.20741668343544006,-13.218432426452637,58.03919982910156,-13.979106903076172,0.6160364151000977
Woods,-0.18146008253097534,0.9340744018554688,-0.2220318764448166,-0.21278899908065796,227.1600341796875,59.146671295166016,297.6092224121094,0.64604651927948
Woods,0.31537139415740967,0.6797242760658264,-0.06729098409414291,0.6587774753570557,-238.33555603027344,58.727882385253906,-305.33538818359375,0.554132342338562
Woods,-0.02584497071802616,0.9351890683174133,-0.06980740278959274,0.3462373912334442,224.77734375,42.35280227661133,-77.75994873046875,0.9796261787414551
Woods,-0.012681055814027786,0.8025806546211243,-0.2939329445362091,0.5189478993415833,-112.71240997314453,36.89642333984375,279.0921325683594,0.529192328453064
Woods,0.1677432358264923,-0.7684575915336609,0.1316954791545868,0.6033170819282532,18.69308853149414,40.89554214477539,151.25852966308594,1.0780346393585205
Woods,0.0,-0.3123904764652252,0.0,0.9499537944793701,-44.33721160888672,58.03919982910156,-81.14725494384766,1.1336629390716553
Woods,0.16726092994213104,-0.20399658381938934,-0.05363401398062706,0.9630849361419678,-109.47000885009766,42.35280227661133,-151.28225708007812,1.2469325065612793
Woods,-0.03420016169548035,0.9456413984298706,-0.1565285474061966,-0.28300440311431885,-87.54193878173828,54.939544677734375,61.59233856201172,1.2735860347747803
Woods,0.25741755962371826,0.2991829514503479,-0.13462775945663452,0.908901035785675,-29.0489501953125,43.248779296875,60.906410217285156,1.3286161422729492
Woods,0.01578580215573311,0.9829950332641602,-0.10230819135904312,-0.15167278051376343,-263.38397216796875,18.82360076904297,-401.8319091796875,0.6344565153121948
Woods,0.2525993883609772,0.017056284472346306,0.15389877557754517,0.955100953578949,-305.37884521484375,39.891395568847656,314.7784423828125,0.7863872051239014
Woods,0.06817355751991272,-0.209455668926239,-0.014640540815889835,0.975328803062439,212.6372528076172,42.35280227661133,-126.03032684326172,1.2357912063598633
Woods,0.01672022044658661,-0.8559738993644714,0.010092014446854591,0.5166500806808472,-286.7851867675781,39.215599060058594,-101.96646881103516,1.0701780319213867
Woods,0.0527791902422905,-0.5153302550315857,0.08714903891086578,0.8509137034416199,174.33148193359375,42.35280227661133,-220.61386108398438,1.151378870010376
Woods,-0.009561453945934772,0.9793421030044556,-0.047709766775369644,0.1962687075138092,-286.9535827636719,39.215599060058594,148.02777099609375,1.1273648738861084
Woods,0.013722485862672329,-0.4586082696914673,0.0183807834982872,0.8883424401283264,94.75660705566406,58.041839599609375,295.68475341796875,0.6653779745101929
Woods,0.11318492144346237,0.10218885540962219,0.01170392706990242,0.9882356524467468,141.6850128173828,59.608001708984375,330.64251708984375,1.460798740386963
Woods,0.12694455683231354,-0.034665193408727646,0.07419613748788834,0.9885233044624329,123.10784912109375,56.33617401123047,327.5050048828125,0.8887956142425537
Woods,0.055691834539175034,0.7130528092384338,-0.27964386343955994,0.6405102014541626,-57.93690490722656,41.03616714477539,100.54808807373047,0.8239070177078247
Woods,0.10873638838529587,-0.6065641641616821,0.21347227692604065,0.7580804228782654,-28.045146942138672,41.00536346435547,-247.7458953857422,1.332441806793213
Woods,0.09345105290412903,-0.7089736461639404,0.10072267800569534,0.6917212009429932,-22.171348571777344,40.784400939941406,-265.39422607421875,0.9280434846878052
Woods,0.0,0.009433038532733917,0.0,0.9999554753303528,-79.53858184814453,40.784400939941406,-169.04283142089844,1.152232050895691
Woods,0.0,0.3793219029903412,0.0,0.9252647757530212,-306.7873229980469,39.215599060058594,-79.5323257446289,0.9630334377288818
Woods,-0.07694920152425766,0.9219442009925842,-0.24387097358703613,0.2909032106399536,77.15827178955078,58.36581039428711,-176.3511962890625,1.3952690362930298
Woods,0.04732844978570938,0.9736317992210388,-0.18531657755374908,0.12433405220508575,60.24968719482422,42.57688903808594,-365.78314208984375,1.4372462034225464
Woods,0.1639872044324875,0.7373741269111633,-0.14115335047245026,0.6398932337760925,215.66343688964844,58.16521072387695,-56.58379364013672,1.4864217042922974
Woods,0.05863075330853462,0.21240012347698212,0.005309323314577341,0.9754078388214111,-261.8194274902344,42.35280227661133,-267.2924499511719,0.6277360916137695
Woods,0.16348108649253845,-0.04352318495512009,0.13502563536167145,0.9762928485870361,92.46945190429688,59.57987976074219,284.4046325683594,0.8068280220031738
Woods,0.08029258996248245,0.7882671356201172,-0.265993595123291,0.5490313172340393,130.89149475097656,60.08341598510742,-200.924072265625,1.4155170917510986
